Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 1_24Hrs	Peptides 1_24Hrs_virus	Peptides 1_2Hrs	Peptides 1_2Hrs_virus	Peptides 2_24Hrs	Peptides 2_24Hrs_virus	Peptides 2_2Hrs	Peptides 2_2Hrs_virus	Peptides 3_24Hrs	Peptides 3_24Hrs_virus	Peptides 3_2Hrs	Peptides 3_2Hrs_virus	Razor + unique peptides 1_24Hrs	Razor + unique peptides 1_24Hrs_virus	Razor + unique peptides 1_2Hrs	Razor + unique peptides 1_2Hrs_virus	Razor + unique peptides 2_24Hrs	Razor + unique peptides 2_24Hrs_virus	Razor + unique peptides 2_2Hrs	Razor + unique peptides 2_2Hrs_virus	Razor + unique peptides 3_24Hrs	Razor + unique peptides 3_24Hrs_virus	Razor + unique peptides 3_2Hrs	Razor + unique peptides 3_2Hrs_virus	Unique peptides 1_24Hrs	Unique peptides 1_24Hrs_virus	Unique peptides 1_2Hrs	Unique peptides 1_2Hrs_virus	Unique peptides 2_24Hrs	Unique peptides 2_24Hrs_virus	Unique peptides 2_2Hrs	Unique peptides 2_2Hrs_virus	Unique peptides 3_24Hrs	Unique peptides 3_24Hrs_virus	Unique peptides 3_2Hrs	Unique peptides 3_2Hrs_virus	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 1_24Hrs	Identification type 1_24Hrs_virus	Identification type 1_2Hrs	Identification type 1_2Hrs_virus	Identification type 2_24Hrs	Identification type 2_24Hrs_virus	Identification type 2_2Hrs	Identification type 2_2Hrs_virus	Identification type 3_24Hrs	Identification type 3_24Hrs_virus	Identification type 3_2Hrs	Identification type 3_2Hrs_virus	Sequence coverage 1_24Hrs [%]	Sequence coverage 1_24Hrs_virus [%]	Sequence coverage 1_2Hrs [%]	Sequence coverage 1_2Hrs_virus [%]	Sequence coverage 2_24Hrs [%]	Sequence coverage 2_24Hrs_virus [%]	Sequence coverage 2_2Hrs [%]	Sequence coverage 2_2Hrs_virus [%]	Sequence coverage 3_24Hrs [%]	Sequence coverage 3_24Hrs_virus [%]	Sequence coverage 3_2Hrs [%]	Sequence coverage 3_2Hrs_virus [%]	Intensity	Intensity 1_24Hrs	Intensity 1_24Hrs_virus	Intensity 1_2Hrs	Intensity 1_2Hrs_virus	Intensity 2_24Hrs	Intensity 2_24Hrs_virus	Intensity 2_2Hrs	Intensity 2_2Hrs_virus	Intensity 3_24Hrs	Intensity 3_24Hrs_virus	Intensity 3_2Hrs	Intensity 3_2Hrs_virus	LFQ intensity 1_24Hrs	LFQ intensity 1_24Hrs_virus	LFQ intensity 1_2Hrs	LFQ intensity 1_2Hrs_virus	LFQ intensity 2_24Hrs	LFQ intensity 2_24Hrs_virus	LFQ intensity 2_2Hrs	LFQ intensity 2_2Hrs_virus	LFQ intensity 3_24Hrs	LFQ intensity 3_24Hrs_virus	LFQ intensity 3_2Hrs	LFQ intensity 3_2Hrs_virus	MS/MS count 1_24Hrs	MS/MS count 1_24Hrs_virus	MS/MS count 1_2Hrs	MS/MS count 1_2Hrs_virus	MS/MS count 2_24Hrs	MS/MS count 2_24Hrs_virus	MS/MS count 2_2Hrs	MS/MS count 2_2Hrs_virus	MS/MS count 3_24Hrs	MS/MS count 3_24Hrs_virus	MS/MS count 3_2Hrs	MS/MS count 3_2Hrs_virus	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
tr|A0A087X247|A0A087X247_HUMAN;tr|K7ERP4|K7ERP4_HUMAN;tr|K7EKX7|K7EKX7_HUMAN;tr|R4GNE4|R4GNE4_HUMAN;tr|K7ENB4|K7ENB4_HUMAN;tr|A0A087X2I2|A0A087X2I2_HUMAN;sp|P36969|GPX4_HUMAN;tr|A0A087WT12|A0A087WT12_HUMAN;tr|K7EJ20|K7EJ20_HUMAN	tr|A0A087X247|A0A087X247_HUMAN;tr|K7ERP4|K7ERP4_HUMAN;tr|K7EKX7|K7EKX7_HUMAN;tr|R4GNE4|R4GNE4_HUMAN;tr|K7ENB4|K7ENB4_HUMAN;tr|A0A087X2I2|A0A087X2I2_HUMAN;sp|P36969|GPX4_HUMAN;tr|A0A087WT12|A0A087WT12_HUMAN;tr|K7EJ20|K7EJ20_HUMAN	1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1	tr|A0A087X247|A0A087X247_HUMAN Phospholipid hydroperoxide glutathione peroxidase (Fragment) OS=Homo sapiens OX=9606 GN=GPX4 PE=1 SV=1;tr|K7ERP4|K7ERP4_HUMAN Glutathione peroxidase (Fragment) OS=Homo sapiens OX=9606 GN=GPX4 PE=1 SV=1;tr|K7EKX7|K7EKX7_HUMAN 	9	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	8.2	8.2	8.2	15.438	134	134;155;175;179;180;196;197;233;242	0	40.415	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS					8.2	8.2	8.2	8.2	8.2	0	8.2	8.2	0	0	0	0	90032000	22902000	6668400	22273000	16807000	0	0	0	21382000	0	0	0	0	0	0	0	0	0	0	0	16599000	0	0	0	0	2	3	2	3	3	0	1	3	0	0	0	0	17				698	634	True	640	5490;5491;5492;5493;5494;5495;5496;5497;5498	13096;13097;13098;13099;13100;13101;13102;13103;13104;13105;13106;13107;13108;13109;13110;13111;13112	13106			-1;-1;-1;-1;-1;-1;-1;-1;-1
sp|P37235|HPCL1_HUMAN;sp|P84074|HPCA_HUMAN;sp|P61601|NCALD_HUMAN	sp|P37235|HPCL1_HUMAN;sp|P84074|HPCA_HUMAN;sp|P61601|NCALD_HUMAN	2;2;1	2;2;1	2;2;1	sp|P37235|HPCL1_HUMAN Hippocalcin-like protein 1 OS=Homo sapiens OX=9606 GN=HPCAL1 PE=1 SV=3;sp|P84074|HPCA_HUMAN Neuron-specific calcium-binding protein hippocalcin OS=Homo sapiens OX=9606 GN=HPCA PE=1 SV=2;sp|P61601|NCALD_HUMAN Neurocalcin-delta OS=Homo 	3	2	2	2	2	1	2	2	1	1	1	1	1	1	1	0	2	1	2	2	1	1	1	1	1	1	1	0	2	1	2	2	1	1	1	1	1	1	1	0	10.4	10.4	10.4	22.313	193	193;193;193	0	30.315	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		10.4	4.1	10.4	10.4	4.1	4.1	4.1	4.1	4.1	4.1	4.1	0	860790000	71757000	79321000	110510000	87311000	80760000	78598000	71385000	0	88444000	123250000	69461000	0	0	0	110510000	0	0	0	0	0	0	0	0	0	6	3	4	5	3	3	3	2	2	3	2	0	36				699	2598;2711	True;True	2628;2743	22126;22127;22128;22129;22130;23070;23071;23072;23073;23074;23075;23076;23077;23078;23079;23080;23081	51724;51725;51726;51727;51728;54259;54260;54261;54262;54263;54264;54265;54266;54267;54268;54269;54270;54271;54272;54273;54274;54275;54276;54277;54278;54279;54280;54281;54282;54283;54284;54285;54286;54287;54288;54289	51728;54282			-1;-1;-1
tr|X6RJP6|X6RJP6_HUMAN;sp|P37802|TAGL2_HUMAN	tr|X6RJP6|X6RJP6_HUMAN;sp|P37802|TAGL2_HUMAN	6;6	6;6	6;6	tr|X6RJP6|X6RJP6_HUMAN Transgelin-2 (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=1;sp|P37802|TAGL2_HUMAN Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3	2	6	6	6	6	6	6	6	6	6	6	6	5	6	5	4	6	6	6	6	6	6	6	6	5	6	5	4	6	6	6	6	6	6	6	6	5	6	5	4	41.2	41.2	41.2	21.086	187	187;199	0	303.17	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	41.2	41.2	41.2	41.2	41.2	41.2	41.2	41.2	36.4	41.2	34.8	31.6	66437000000	6220500000	7164500000	7258600000	7633000000	6931800000	5778000000	6001000000	6108800000	3382300000	3817100000	2130800000	4010500000	5187600000	5951500000	6651800000	6775900000	4112800000	4225100000	5962200000	4778500000	4415200000	4815700000	3841100000	4325200000	25	20	23	20	16	11	14	23	9	17	5	8	191				700	557;617;793;2214;3217;4007	True;True;True;True;True;True	562;623;799;2239;3262;4061	4759;4760;4761;4762;4763;4764;4765;4766;4767;4768;4769;4770;4771;4772;4773;4774;4775;4776;5355;5356;5357;5358;5359;5360;5361;5362;5363;5364;5365;5366;6897;6898;6899;6900;6901;6902;6903;6904;6905;6906;6907;18849;18850;18851;18852;18853;18854;18855;18856;18857;18858;27378;27379;27380;27381;27382;27383;27384;27385;27386;27387;27388;27389;27390;33887;33888;33889;33890;33891;33892;33893;33894;33895;33896;33897	11336;11337;11338;11339;11340;11341;11342;11343;11344;11345;11346;11347;11348;11349;11350;11351;11352;11353;11354;11355;11356;12730;12731;12732;12733;12734;12735;12736;12737;12738;12739;12740;12741;12742;12743;12744;12745;12746;12747;12748;12749;12750;12751;12752;12753;12754;12755;12756;12757;12758;12759;12760;12761;12762;12763;12764;12765;12766;12767;12768;12769;12770;12771;12772;12773;12774;12775;12776;12777;12778;12779;12780;12781;12782;12783;12784;12785;12786;12787;12788;16263;16264;16265;16266;16267;16268;16269;16270;16271;16272;16273;44781;44782;44783;44784;44785;44786;44787;44788;44789;44790;44791;44792;44793;44794;44795;44796;44797;44798;44799;44800;63751;63752;63753;63754;63755;63756;63757;63758;63759;63760;63761;63762;63763;63764;63765;63766;63767;63768;63769;63770;63771;63772;63773;63774;63775;63776;63777;63778;63779;63780;63781;63782;63783;63784;63785;63786;63787;63788;63789;63790;63791;63792;63793;63794;63795;63796;63797;63798;63799;63800;63801;63802;63803;63804;63805;63806;63807;63808;63809;63810;63811;63812;63813;63814;63815;63816;63817;63818;78434;78435;78436;78437;78438;78439;78440;78441;78442;78443;78444;78445;78446;78447;78448;78449;78450;78451;78452;78453;78454;78455;78456;78457;78458;78459;78460;78461;78462;78463;78464;78465;78466	11342;12753;16266;44784;63753;78453	211	178	-1;-1
tr|F2Z393|F2Z393_HUMAN;sp|P37837|TALDO_HUMAN	tr|F2Z393|F2Z393_HUMAN;sp|P37837|TALDO_HUMAN	2;2	2;2	2;2	tr|F2Z393|F2Z393_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=1;sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	2	2	1	2	2	2	2	2	2	1	1	1	2	2	1	2	2	2	2	2	2	1	1	1	6.3	6.3	6.3	35.328	318	318;337	0	23.716	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.3	6.3	2.8	6.3	6.3	6.3	6.3	6.3	6.3	3.5	3.5	3.5	3075400000	382750000	267750000	209440000	296140000	327930000	335710000	151820000	507140000	382950000	159370000	16125000	38225000	0	117860000	0	137630000	109250000	0	0	0	0	580690000	0	0	0	0	0	0	0	1	2	0	3	4	2	2	14				701	2704;3984	True;True	2735;2736;4038	23002;23003;23004;23005;23006;23007;23008;23009;23010;23011;23012;23013;23014;23015;23016;23017;33729;33730;33731;33732;33733;33734;33735;33736;33737	54150;54151;54152;54153;54154;54155;54156;54157;54158;54159;54160;54161;54162;54163;54164;54165;54166;54167;54168;54169;54170;54171;54172;78190;78191;78192;78193;78194;78195;78196;78197;78198	54171;78194	212	118	-1;-1
tr|M0QY67|M0QY67_HUMAN;sp|P38117|ETFB_HUMAN	tr|M0QY67|M0QY67_HUMAN;sp|P38117|ETFB_HUMAN	1;1	1;1	1;1	tr|M0QY67|M0QY67_HUMAN Electron transfer flavoprotein subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=1;sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3	2	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	9	9	9	19.523	178	178;255	0	10.013		By MS/MS	By MS/MS			By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	9	9	0	0	9	9	9	9	9	9	9	405400000	0	34543000	41095000	0	0	33462000	61847000	55386000	30430000	34621000	53172000	60850000	0	0	0	0	0	0	0	0	0	0	0	55420000	0	1	2	0	0	2	2	3	3	3	2	4	22				702	1942	True	1960	16641;16642;16643;16644;16645;16646;16647;16648;16649	40059;40060;40061;40062;40063;40064;40065;40066;40067;40068;40069;40070;40071;40072;40073;40074;40075;40076;40077;40078;40079;40080	40076			-1;-1
tr|F8WDU9|F8WDU9_HUMAN;sp|P38435|VKGC_HUMAN	tr|F8WDU9|F8WDU9_HUMAN;sp|P38435|VKGC_HUMAN	1;1	1;1	1;1	tr|F8WDU9|F8WDU9_HUMAN Vitamin K-dependent gamma-carboxylase OS=Homo sapiens OX=9606 GN=GGCX PE=1 SV=1;sp|P38435|VKGC_HUMAN Vitamin K-dependent gamma-carboxylase OS=Homo sapiens OX=9606 GN=GGCX PE=1 SV=2	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10.6	10.6	10.6	13.734	123	123;758	0.0082645	1.2574		By MS/MS											0	10.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2				703	2581	True	2611	21969;21970	51398;51399	51399			-1;-1
tr|Q5T770|Q5T770_HUMAN;tr|A0A0A0MT32|A0A0A0MT32_HUMAN;tr|Q5T073|Q5T073_HUMAN;sp|P38571|LICH_HUMAN	tr|Q5T770|Q5T770_HUMAN;tr|A0A0A0MT32|A0A0A0MT32_HUMAN;tr|Q5T073|Q5T073_HUMAN;sp|P38571|LICH_HUMAN	1;1;1;1	1;1;1;1	1;1;1;1	tr|Q5T770|Q5T770_HUMAN Lysosomal acid lipase/cholesteryl ester hydrolase (Fragment) OS=Homo sapiens OX=9606 GN=LIPA PE=1 SV=1;tr|A0A0A0MT32|A0A0A0MT32_HUMAN Lysosomal acid lipase/cholesteryl ester hydrolase OS=Homo sapiens OX=9606 GN=LIPA PE=1 SV=1;tr|Q5T0	4	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	13.7	13.7	13.7	24.381	219	219;283;290;399	0	61.991	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	13.7	13.7	13.7	13.7	13.7	0	13.7	13.7	13.7	13.7	0	13.7	1313200000	211980000	194640000	84759000	113280000	136060000	0	96169000	94345000	88823000	216850000	0	76256000	0	0	0	0	0	0	0	0	0	0	0	69452000	4	4	5	4	2	0	4	4	3	4	0	4	38				704	3951	True	4005	33210;33211;33212;33213;33214;33215;33216;33217;33218;33219	76990;76991;76992;76993;76994;76995;76996;76997;76998;76999;77000;77001;77002;77003;77004;77005;77006;77007;77008;77009;77010;77011;77012;77013;77014;77015;77016;77017;77018;77019;77020;77021;77022;77023;77024;77025;77026;77027	77000			-1;-1;-1;-1
sp|P38606|VATA_HUMAN	sp|P38606|VATA_HUMAN	4	4	4	sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2	1	4	4	4	3	3	2	4	3	3	3	4	3	2	3	2	3	3	2	4	3	3	3	4	3	2	3	2	3	3	2	4	3	3	3	4	3	2	3	2	10.2	10.2	10.2	68.303	617	617	0	53.912	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7.8	7.8	5.3	10.2	7.8	7.8	7.8	10.2	7.8	5.3	7.8	5.3	4138400000	424380000	463660000	341420000	440730000	600620000	726250000	160540000	514060000	119120000	183540000	110820000	53291000	337880000	409170000	347840000	365760000	693400000	479900000	342400000	315980000	118150000	0	92018000	0	8	9	4	7	6	12	6	7	5	4	8	4	80				705	337;710;987;3570	True;True;True;True	338;716;996;3617;3618	2794;2795;2796;2797;6130;6131;6132;6133;6134;6135;6136;8404;8405;8406;8407;8408;8409;8410;8411;8412;8413;8414;8415;8416;8417;8418;8419;8420;8421;8422;8423;8424;30134;30135;30136;30137;30138;30139;30140;30141;30142;30143;30144;30145;30146;30147;30148;30149;30150;30151;30152;30153;30154;30155;30156;30157;30158;30159;30160;30161;30162;30163;30164;30165;30166;30167;30168;30169;30170;30171;30172;30173	6883;6884;6885;6886;6887;6888;6889;6890;6891;14529;14530;14531;14532;14533;14534;19886;19887;19888;19889;19890;19891;19892;19893;19894;19895;19896;19897;19898;19899;69668;69669;69670;69671;69672;69673;69674;69675;69676;69677;69678;69679;69680;69681;69682;69683;69684;69685;69686;69687;69688;69689;69690;69691;69692;69693;69694;69695;69696;69697;69698;69699;69700;69701;69702;69703;69704;69705;69706;69707;69708;69709;69710;69711;69712;69713;69714;69715;69716;69717;69718;69719;69720;69721;69722;69723;69724;69725;69726;69727	6883;14531;19894;69679	213	608	-1
sp|P38646|GRP75_HUMAN;tr|H0YBG6|H0YBG6_HUMAN;tr|A0A3B3ITN1|A0A3B3ITN1_HUMAN;tr|D6RA73|D6RA73_HUMAN;tr|D6RJI2|D6RJI2_HUMAN;tr|H0Y8S0|H0Y8S0_HUMAN;tr|A0A3B3ITI4|A0A3B3ITI4_HUMAN	sp|P38646|GRP75_HUMAN	5;2;1;1;1;1;1	5;2;1;1;1;1;1	5;2;1;1;1;1;1	sp|P38646|GRP75_HUMAN Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2	7	5	5	5	4	4	5	4	4	4	4	4	5	4	4	3	4	4	5	4	4	4	4	4	5	4	4	3	4	4	5	4	4	4	4	4	5	4	4	3	7.4	7.4	7.4	73.68	679	679;163;43;62;95;102;180	0	55.513	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.3	6.3	7.4	6.3	6.3	6.3	6.3	6.3	7.4	6.3	6.3	5.3	4084000000	409500000	455640000	426540000	355880000	386310000	345330000	470620000	381680000	170810000	293550000	199180000	189000000	319580000	422820000	410600000	346230000	338100000	328020000	453190000	306430000	182400000	254340000	226420000	173970000	11	8	10	10	15	6	6	13	6	5	9	5	104				706	725;2540;2585;2792;3559	True;True;True;True;True	731;2570;2615;2825;3605	6366;6367;6368;6369;6370;6371;6372;6373;21638;21639;21640;21641;21642;21643;21644;21645;21646;21647;21997;21998;21999;22000;22001;22002;22003;22004;22005;22006;22007;22008;23735;23736;23737;23738;23739;23740;23741;30031;30032;30033;30034;30035;30036;30037;30038;30039;30040;30041;30042	15103;15104;50914;50915;50916;50917;50918;50919;50920;50921;50922;50923;50924;51463;51464;51465;51466;51467;51468;51469;51470;51471;51472;51473;51474;51475;51476;51477;51478;51479;51480;51481;51482;51483;51484;51485;51486;51487;51488;51489;51490;51491;51492;51493;51494;51495;51496;51497;51498;51499;51500;51501;51502;51503;55554;69454;69455;69456;69457;69458;69459;69460;69461;69462;69463;69464;69465;69466;69467;69468;69469;69470;69471;69472;69473;69474;69475;69476;69477;69478;69479;69480;69481;69482;69483;69484;69485;69486;69487;69488;69489;69490;69491;69492;69493;69494;69495;69496;69497;69498;69499;69500;69501;69502;69503;69504	15104;50917;51473;55554;69473			-1;-1;-1;-1;-1;-1;-1
tr|I3L3H2|I3L3H2_HUMAN;sp|P38919|IF4A3_HUMAN	tr|I3L3H2|I3L3H2_HUMAN;sp|P38919|IF4A3_HUMAN	4;4	3;3	3;3	tr|I3L3H2|I3L3H2_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=2;sp|P38919|IF4A3_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4	2	4	3	3	2	2	2	2	4	2	3	2	2	2	4	2	1	1	1	2	3	1	2	1	1	1	3	1	1	1	1	2	3	1	2	1	1	1	3	1	10	5.9	5.9	44.511	390	390;411	0	7.3459	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.2	6.2	6.2	5.6	10	6.2	9.7	6.2	6.2	7.9	10	7.9	215750000	20702000	7848300	13784000	29575000	28596000	13656000	9483800	43196000	22702000	7200200	19003000	0	0	0	0	30907000	22172000	0	0	0	0	0	0	0	3	3	3	3	2	1	1	0	1	0	4	2	23				707	1094;1564;2223;2361	True;False;True;True	1104;1578;2248;2387	9299;9300;9301;9302;9303;9304;9305;9306;9307;9308;13408;13409;13410;13411;13412;13413;13414;13415;13416;13417;13418;13419;13420;13421;18910;18911;18912;18913;18914;20032;20033;20034;20035;20036	21941;21942;21943;21944;21945;21946;21947;21948;21949;21950;21951;21952;21953;21954;21955;21956;21957;21958;31882;31883;31884;31885;31886;31887;31888;31889;31890;31891;31892;31893;31894;31895;31896;31897;31898;31899;31900;31901;31902;44867;44868;44869;44870;44871;47365;47366;47367;47368;47369	21953;31899;44868;47367			-1;-1
tr|A0A075B6E2|A0A075B6E2_HUMAN;sp|P39019|RS19_HUMAN	tr|A0A075B6E2|A0A075B6E2_HUMAN;sp|P39019|RS19_HUMAN	2;2	2;2	2;2	tr|A0A075B6E2|A0A075B6E2_HUMAN 40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=1;sp|P39019|RS19_HUMAN 40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	28.2	28.2	28.2	7.8309	71	71;145	0	16.787	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	28.2	28.2	28.2	14.1	14.1	28.2	14.1	14.1	14.1	14.1	14.1	14.1	875030000	110740000	75680000	39160000	57068000	54127000	40931000	78431000	148060000	119940000	150890000	0	0	79678000	76430000	49823000	0	0	33701000	0	0	0	0	0	0	3	3	1	1	0	1	1	0	1	2	2	2	17				708	3080;3511	True;True	3120;3557	26128;26129;26130;26131;29610;29611;29612;29613;29614;29615;29616;29617;29618;29619;29620;29621;29622;29623	61055;61056;61057;61058;61059;68594;68595;68596;68597;68598;68599;68600;68601;68602;68603;68604;68605;68606;68607;68608	61059;68607			-1;-1
tr|H7C3M2|H7C3M2_HUMAN;tr|B5MCW2|B5MCW2_HUMAN;tr|H7C422|H7C422_HUMAN;tr|G5E9G0|G5E9G0_HUMAN;sp|P39023|RL3_HUMAN	tr|H7C3M2|H7C3M2_HUMAN;tr|B5MCW2|B5MCW2_HUMAN;tr|H7C422|H7C422_HUMAN;tr|G5E9G0|G5E9G0_HUMAN;sp|P39023|RL3_HUMAN	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	tr|H7C3M2|H7C3M2_HUMAN 60S ribosomal protein L3 (Fragment) OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=1;tr|B5MCW2|B5MCW2_HUMAN 60S ribosomal protein L3 (Fragment) OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=1;tr|H7C422|H7C422_HUMAN 60S ribosomal protein L3 (Fragm	5	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	6.1	6.1	6.1	29.528	261	261;272;305;351;403	0	3.7066	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS					6.1	6.1	6.1	6.1	6.1	6.1	6.1	6.1	0	0	0	0	297140000	45264000	41796000	32175000	33507000	43767000	22303000	10850000	67475000	0	0	0	0	0	0	0	0	0	0	0	52382000	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	4				709	161	True	161	1243;1244;1245;1246;1247;1248;1249;1250	3193;3194;3195;3196;3197;3198;3199;3200;3201;3202	3193			-1;-1;-1;-1;-1
tr|H7BZ09|H7BZ09_HUMAN;tr|H0YN26|H0YN26_HUMAN;sp|P39687|AN32A_HUMAN	tr|H7BZ09|H7BZ09_HUMAN;tr|H0YN26|H0YN26_HUMAN;sp|P39687|AN32A_HUMAN	1;1;1	1;1;1	1;1;1	tr|H7BZ09|H7BZ09_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1;tr|H0YN26|H0YN26_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=	3	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	10.1	10.1	10.1	9.1874	79	79;177;249	0	4.0274						By MS/MS			By MS/MS			By MS/MS	0	0	0	0	0	10.1	0	0	10.1	0	0	10.1	60804000	0	0	0	0	0	60804000	0	0	0	0	0	0	0	0	0	0	0	56295000	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	1	6				710	1053	True	1063	8998;8999;9000	21499;21500;21501;21502;21503;21504	21501			-1;-1;-1
